Code,J:TYMO(VA)~U$,J:TTMO(VA)~U$,J:SFTB(VA)~U$,J:NTT(VA)~U$,J:SO@N(VA)~U$,J:CP@N(VA)~U$,J:DDIC(VA)~U$,J:TA@N(VA)~U$,J:D@SA(VA)~U$,J:MITF(VA)~U$,J:RETA(VA)~U$,J:HO@N(VA)~U$,J:RHCL(VA)~U$,J:UC@N(VA)~U$,J:KA@N(VA)~U$,J:ABOT(VA)~U$,J:SMFI(VA)~U$,J:DA@N(VA)~U$,J:RG@N(VA)~U$,J:YP@N(VA)~U$,J:JRCE(VA)~U$,J:JPHC(VA)~U$,J:ITCN(VA)~U$,J:ZJ@N(VA)~U$,J:SEVI(VA)~U$,J:MIHO(VA)~U$,J:CN@N(VA)~U$,J:EAJR(VA)~U$,J:DU@N(VA)~U$,J:HC@N(VA)~U$,J:UM@N(VA)~U$,J:MIZH(VA)~U$,J:SHDO(VA)~U$,J:DE@N(VA)~U$,J:FP@N(VA)~U$,J:SNET(VA)~U$,J:TERU(VA)~U$,J:BR@N(VA)~U$,J:ES@N(VA)~U$,J:ME@N(VA)~U$,J:MT@N(VA)~U$,J:OTHD(VA)~U$,J:FT@N(VA)~U$,J:CQ@N(VA)~U$,J:OLYC(VA)~U$,J:KP@N(VA)~U$,J:JT@N(VA)~U$,J:KB@N(VA)~U$,J:KM@N(VA)~U$,J:NM@N(VA)~U$,J:MI@N(VA)~U$,J:YHOO(VA)~U$,J:ASBR(VA)~U$,J:DALF(VA)~U$,J:DH@N(VA)~U$,J:MIFU(VA)~U$,J:MSAD(VA)~U$,J:NR@N(VA)~U$,J:SQ@N(VA)~U$,J:FJ@N(VA)~U$,J:IX@N(VA)~U$,J:JXHO(VA)~U$,J:KU@N(VA)~U$,J:KH@N(VA)~U$,J:COMM(VA)~U$,J:RAKT(VA)~U$,J:NKSJ(VA)~U$,J:UJ@N(VA)~U$,J:CK@N(VA)~U$,J:WJR(VA)~U$,J:AB@N(VA)~U$,J:AJ@N(VA)~U$,J:AC@N(VA)~U$,J:N@MB(VA)~U$,J:CL@N(VA)~U$,J:KE@N(VA)~U$,J:MEJH(VA)~U$,J:NJ@N(VA)~U$,J:NSSM(VA)~U$,J:OMRN(VA)~U$,J:SE@N(VA)~U$,J:SUEL(VA)~U$,J:SMTH(VA)~U$,J:TD@N(VA)~U$,J:TZ@N(VA)~U$,J:JR@N(VA)~U$,J:ANAW(VA)~U$,J:DP@N(VA)~U$,J:FAMA(VA)~U$,J:IDKO(VA)~U$,J:INPX(VA)~U$,J:KTEL(VA)~U$,J:KN@N(VA)~U$,J:MRBU(VA)~U$,J:IA@N(VA)~U$,J:MCHC(VA)~U$,J:MH@N(VA)~U$,J:IF@N(VA)~U$,J:VF@N(VA)~U$,J:OQ@N(VA)~U$,J:DBHI(VA)~U$,J:SFH(VA)~U$,J:EM@N(VA)~U$,J:TC@N(VA)~U$,J:RY@N(VA)~U$,J:TRAY(VA)~U$,J:TYTS(VA)~U$,J:REND(VA)~U$,J:IN@N(VA)~U$,J:OJ@N(VA)~U$,J:YE@N(VA)~U$,J:AG@N(VA)~U$,J:AL@N(VA)~U$,J:AM@N(VA)~U$,J:AOZR(VA)~U$,J:CC@N(VA)~U$,J:CHBK(VA)~U$,J:CHOC(VA)~U$,J:CONF(VA)~U$,J:SECR(VA)~U$,J:CYBA(VA)~U$,J:DS@N(VA)~U$,J:DENA(VA)~U$,J:EC@N(VA)~U$,J:DENN(VA)~U$,J:EQ@N(VA)~U$,J:DM@N(VA)~U$,J:EB@N(VA)~U$,J:FECL(VA)~U$,J:FUKU(VA)~U$,J:FU@N(VA)~U$,J:GSYU(VA)~U$,J:AQ@N(VA)~U$,J:OM@N(VA)~U$,J:HTCM(VA)~U$,J:IH@N(VA)~U$,J:ZW@N(VA)~U$,J:IM@N(VA)~U$,J:MZYA(VA)~U$,J:JFEH(VA)~U$,J:JGCC(VA)~U$,J:OE@N(VA)~U$,J:KC@N(VA)~U$,J:KW@N(VA)~U$,J:KK@N(VA)~U$,J:KSER(VA)~U$,J:BS@N(VA)~U$,J:KONA(VA)~U$,J:KONM(VA)~U$,J:RK@N(VA)~U$,J:MNIC(VA)~U$,J:UI@N(VA)~U$,J:MASU(VA)~U$,J:KO@N(VA)~U$,J:JZ@N(VA)~U$,J:LM@N(VA)~U$,J:MMOT(VA)~U$,J:PC@N(VA)~U$,J:MO@N(VA)~U$,J:KI@N(VA)~U$,J:FY@N(VA)~U$,J:RZ@N(VA)~U$,J:OU@N(VA)~U$,J:LO@N(VA)~U$,J:NX@N(VA)~U$,J:NU@N(VA)~U$,J:NPIC(VA)~U$,J:NS@N(VA)~U$,J:NY@N(VA)~U$,J:NH@N(VA)~U$,J:BO@N(VA)~U$,J:NIBO(VA)~U$,J:NSKC(VA)~U$,J:OB@N(VA)~U$,J:OJIH(VA)~U$,J:OUMA(VA)~U$,J:RH@N(VA)~U$,J:PB@N(VA)~U$,J:EP@N(VA)~U$,J:SEEP(VA)~U$,J:SZ@N(VA)~U$,J:SHBA(VA)~U$,J:ZB@N(VA)~U$,J:SW@N(VA)~U$,J:SKYP(VA)~U$,J:NIIW(VA)~U$,J:UMCO(VA)~U$,J:SC@N(VA)~U$,J:DPPH(VA)~U$,J:OZ@N(VA)~U$,J:ZC@N(VA)~U$,J:TADH(VA)~U$,J:OC@N(VA)~U$,J:GO@N(VA)~U$,J:TU@N(VA)~U$,J:TKOS(VA)~U$,J:TJ@N(VA)~U$,J:TOHO(VA)~U$,J:EL@N(VA)~U$,J:TOSO(VA)~U$,J:TE@N(VA)~U$,J:JQ@N(VA)~U$,J:TFUD(VA)~U$,J:PT@N(VA)~U$,J:TSHC(VA)~U$,J:TOTO(VA)~U$,J:TOYS(VA)~U$,J:UBEI(VA)~U$,J:YM@N(VA)~U$,J:XE@N(VA)~U$,J:YORU(VA)~U$,J:CW@N(VA)~U$,J:GG@N(VA)~U$,J:HTZZ(VA)~U$,J:JW@N(VA)~U$,J:MISH(VA)~U$,J:MG@N(VA)~U$,J:NIPM(VA)~U$,J:SG@N(VA)~U$,J:NTN(VA)~U$,J:OK@N(VA)~U$,J:FZ@N(VA)~U$,J:GC@N(VA)~U$,J:TOBO(VA)~U$,J:UNIT(VA)~U$
4/28/2017,367837.2,246090.4,350588.6,206234.6,176540.7,24088.7,189999.7,71969.1,35200.8,355444.1,133592.7,114704.1,71492.6,103164.7,102922.2,121858.7,235647.3,77060.5,141780.9,215553.2,93967.1,31636.3,69974,101854.5,115440.7,72834.1,262923.5,72347.2,252442.4,65588.3,210718.7,174667.3,28812.6,197595.3,52587.1,46930.1,28418.4,68885.6,30235.4,54868.2,63235.1,59081,76779.6,45005.9,32009,56842.6,24884.6,74685,212205.3,258239.4,114485.5,121393.7,71987.7,114653.2,41479.7,61019,49073.4,122911.6,45005.5,140707.3,65892.9,80104.4,63629,28512.9,25438.4,82602.2,34616.3,41349.2,35850.3,39686.3,167544.3,31532.7,33645.4,32741.6,26015.5,87257.5,56357.7,65004,67715,179149,49406.4,44992.8,59889.7,53359.4,50292,18398.3,31949.5,21406.3,42498.6,14936.6,38059.4,10988.5,44235.6,51156.5,43317.8,45474.9,80956.8,77965.6,12917.5,31422.1,55854.5,24856.2,46327.5,39682.2,19906.8,29815.7,46927.1,37055.9,21997.4,31682,56761,39853.7,156897.9,23087.6,37399.7,21422.1,20489.1,9756.1,18421.1,13559.9,81481,55152.1,42814.9,7758.1,38754,13134.9,33406.6,21133.1,74027.3,23048.5,39643.5,6871.1,23338,72807.9,52456.7,49706.9,18055.6,69123.1,16576.8,99326.7,24827.8,50468.1,30160,42567.9,28595.7,17776,23708.3,33563.8,20235.1,24301.6,9803.7,17576.5,14515.1,97832.6,12151.1,20156.2,42478.7,33703.5,32798.6,60859.7,23280.7,17505.6,25426,16770.6,23890.5,5590.1,12613.4,7943.8,38373.4,26249.4,9457.9,5498.5,48160.2,26012.5,13622.8,19176.4,21638.6,8343.2,43121.7,44507.2,22593.3,38092.7,17155.2,60879.6,3849.5,14156.4,111167.2,43052.2,16575.7,28372.9,11537.2,39060.2,55059,14579.5,3575.4,13550.5,25311.1,9562.3,5297.4,90300.7,24359.9,10624.7,12955.9,16397,42785.4,16720.6,10885.8,13383.3,51210.1,13909.5,9474.5,10383.9,11413,5468.2,5156.8,7300.4,27602.4,23130.3,12055.9,25289,6907.8,5206.5,9222.6,2102.9,11618.6
5/1/2017,205097.2,79622.7,255014.6,84146.8,390554.9,23048.2,110273.5,54949.7,45133.8,328474.5,146480.1,135818.2,32418.4,93902.4,93109.9,63677.2,161929.4,71959.7,426663.8,163917.3,57361.9,21886.8,52814.5,53536.1,59641.6,55320.6,140062.4,87196.4,180808.9,77939.2,155026.4,145346.3,22086.3,109973.8,40299.9,41270.9,24466.1,59373.1,17879.1,36296.1,38322.1,33229,290156,75454.6,28669.5,28599.8,21469.9,72546.9,92632.2,136010.8,51700,94906.3,49415.4,74078.8,53878.5,52242.4,32069,64765.9,42570.6,92832.4,52197.6,46789.6,32181.3,19709.7,74630.3,57798.8,25628.1,43370.4,36534.3,47998.7,102880.9,16875.8,16081.2,23801.7,46044.4,75631.7,39114.9,39286.3,93258.9,69927.2,22369,33853.9,80743.9,63994.8,40453.7,18888.2,72191.3,11804.2,29271.2,12925.9,43968.5,18181.4,24035.1,27863.7,40078.3,25777.9,45145.9,177054.7,14855.1,27473,142494.1,40985.6,38515,21832.9,20938.5,22691.1,25818.4,22772.7,17029.2,140054.9,64436.8,37900.7,65869.6,10858.7,20699.2,16321.5,14991.6,11703.9,14640,10097.1,31582.1,42650.3,30888.1,6823.3,25832.2,11006.3,9562.8,16487.3,56856.5,12430,28320.3,6304.6,16759.7,34858.3,34647.3,33893.1,20797.3,38859.7,13842.3,67825.2,18495.2,41080.6,15900.1,36618.8,14308.3,19601.4,81740.7,23047,15103.9,14032.4,5906.5,14725.3,7405,143800.6,21350.8,14656,28450.5,20788.2,28400.4,46807.3,14686.1,17321.2,13556.6,52560.7,15541.3,5114.7,5812.7,9988.9,34452.1,28847.9,6306.3,4711.2,36214.3,15111.2,6886.1,38791.1,120266.3,8080.5,82156.2,118651.7,12532.1,32045.5,8941.6,46419,3534.8,65301.3,97336.5,23738.6,11070.7,12259.1,6786.3,25125,24432.3,42985.2,3013.5,10938.4,45938.1,9306.6,4473.1,83402.2,27625.4,11072.4,8281.9,10627.9,29157.8,72270.2,8600.5,8284,31267.7,13849.9,6022.1,6447.7,13327.1,2844.6,4774,16667.3,20318.1,18985.4,10734.8,14613.5,3970.2,8840.5,6670.4,1909,8558.1
5/2/2017,324494.1,77709.7,291402.9,131611.9,224754.2,35636,103052.1,73735.5,45394.9,300492.5,168309.5,168038.4,44731.8,104656.5,67345.1,77570.6,169154.5,91011.8,290215,103622.4,52457.2,24854.8,188991.4,101681.5,105527.8,59767.2,173204.8,74197.9,180812.3,72879.3,82598.6,167268.4,34545.2,73284.8,57316.8,31331.9,35988.5,88755.8,37083.9,80703.4,72045.3,44625.1,140192.4,120013.9,67986.6,45114.9,35159.9,65008.7,90412.6,140047.3,76063.3,66982,50180,97891.6,49409.7,102760.3,50903.2,82353.7,45594.2,110856.6,69413.2,55668,38455.3,24140.8,33530.2,64361.3,32408.1,43493.5,66191.7,41690.6,57788.5,25943.5,26879.4,23486.1,27130.3,54520.2,75059.3,26262,61737.5,84683.2,35050.9,60093.4,68858.6,68700.8,40985.2,20135.2,46800.9,20814.1,34498.9,23856,37477.9,8445,17783.5,41380.8,50166.9,35298.2,70592.8,77542.6,14000,21276.4,61041.2,47019.5,38756.5,33196.7,17851.1,32039,26649,23229.6,127913.1,90743.7,50831.1,54286.4,72430.2,16302,22234.8,15935.2,18987.6,10245,12856.7,14240.2,25933.3,43299.7,59238.6,8733.7,38912.1,13321.8,10641.7,16181.8,45571.3,16456.6,23459.8,6379,19137.5,26574.7,29239.6,77565.3,26083.6,45437.9,34655.9,49339.8,105702.7,24270.6,28989.7,25480.4,11029.8,15101.7,63478.6,30031.2,18191.9,16246.4,10420.5,16952.6,6707,82034.1,12994.5,19344,75954.9,36271.3,24810.5,32095.8,21899.9,28079.3,28354.9,30553.7,17333.4,5724.6,6164.4,6133.4,37012,30748,8474.6,6577.1,29887.7,29152.7,12959.4,20049,70738,7445.2,56155.2,43830.5,17490,29820.3,14155.4,42005.8,4316.3,31758.2,115305.6,30184.4,12152.1,16599,9254.3,26383.8,24185.7,37294.9,8205.3,22690.1,29072.7,10685.9,8207.1,50998.6,55380.7,12858.1,14255.6,21237,37664.3,38856.4,11083.5,8631.4,38850.7,19117,8495.2,8702.3,11255.3,4857.7,8418.1,12188.2,46252.6,11432.8,16477.6,18377.3,5063,5030.3,8880.6,3819.2,11553.9
5/3/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/4/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/5/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/8/2017,522485.4,140544,601710.1,282233,448629,42777.6,260282.7,153149.9,58721.6,478644.8,361907.6,277619.1,140792.3,204310.3,219163.6,156025.4,364046.4,187136.9,252309.3,215248.1,98677.1,34955.8,158071.9,156937.7,174534.7,152665.1,279149.4,133780.1,337121,149319.1,151490.3,272417.6,70116.5,116038.2,79981.5,46588.9,68676.2,165651.9,64497.9,168556.2,94237.9,140729.2,179068.8,135961.3,197680.6,105208.9,47699.5,92643.9,241763.2,219682.2,141032.9,124575.9,103040.3,174517.8,134997.4,130980.3,66144.8,154118.5,116584.5,289075.2,175680.3,73606.9,69050.4,36198.7,53397.3,89098.1,65278.7,81515.2,86454.4,67195.2,67877.6,48281.2,50882.5,31569.1,42549.4,76780.3,72144.7,28973.5,98205.2,100833.8,96351.5,65132.6,82985.6,126441.2,50635.1,30776.7,60671,28357.6,44698.2,28981.2,81608.3,14675.3,41781.4,51881.6,100326.9,80002.5,79307,148811,19745.2,39223.4,73022.1,47568.7,65915.2,67168,19453.1,54636.4,42878.7,58227.1,59937,62875.2,70090.4,59130,85141.7,26359,30216.5,33239,28010.2,14955,27552.9,29322.5,43250.5,66603.5,48680.1,12939.9,71841,19676.1,30282.4,22577.8,39176.3,26690.1,34031.3,13720.3,41575.5,56895.9,53034.1,58210,28179.4,99613.9,27262.7,76035.6,69562.1,33134.8,48843.7,46991.4,12004.9,20936.3,62086.6,52041.3,30884,29771.3,9303.3,30531.5,11592.5,119764.2,27777.9,30125.7,95846.9,40382.5,44123.4,54365.1,38020.6,23911.8,41831.8,37705.3,16355.9,13458.7,8509.6,12039.1,42718.6,39369.4,14487.9,9572.1,57527.3,40974.4,22793.9,25040.2,92960.1,13210.5,45799.6,54736.4,31760.3,21976.8,19410,35031.8,5271.8,26398.3,110221.6,69091.9,29912.9,32423.6,12709.8,62730,23571.3,40820.4,10861.2,24302.6,33475.8,14396.3,6692.5,34595.7,78368.6,27838.5,22402.2,26385.3,72303.5,46516.4,17614.3,18235.1,56329.2,27284.6,13263.5,12851.4,17351.7,6995,9134.2,9463.3,26926.4,14933.4,14301.6,27714.3,14047.4,5635.8,14342.4,7075.1,9583.9
5/9/2017,408532.8,98335,351077.5,157259.9,382287.7,34176.6,133557.5,122292.9,38988.1,323487.2,224907.8,229218.8,86826.4,105288.8,142631.8,107892.4,184955.5,125393.4,240557,114639.8,87698,23091.2,92102.2,180548.6,106728.4,116855.1,192760.1,91943.9,172293.7,96258,103189.5,147922.1,42803.5,72172.4,55342.9,33898.6,66479,84543.2,39933.8,91387,149313.3,84263,91586.9,97157.1,92896.9,60584.1,28563.5,45701.8,220732,115543,96045.7,55060.4,46100.8,100902.2,82245,67968.3,64560.2,103421.2,66572.2,361247.6,86085.5,61312,42606.8,33122,36320.5,97792.8,61940.8,118118.1,57557.1,39393.4,69277.2,50324.2,39610.3,31219.1,27093.7,54253.7,51178.1,26504.6,92199.4,48907.5,64427.7,56324.1,72196.4,96117.9,44254.9,20243.5,42794.2,22486.9,38697.4,35942.3,50118.5,10243.8,23939.4,56706.2,53987.2,65580.2,105632.2,88076.4,14575.1,29732.2,44906.8,21991.8,54128,38912,14106.2,41978.7,45425.9,48204.9,38634.3,49111.1,43054.4,44579.8,57942.8,18748.3,24810.3,25970.3,17234.3,14642.4,16759.6,15518.3,31172.6,52371.7,37099.6,17076.3,51938.7,13596.3,22228.4,17977.1,32749.9,16715.8,22826.7,8057.3,27313.9,40075.8,43021.5,109999.1,18348.4,50878.8,24652,86615.4,40444.5,27362.8,42974.1,30365.5,11217.7,13692.4,40245.8,43142.6,37538.1,23196.5,32655.5,20902.1,7323.2,109829.3,15317.4,24670,47090.8,75501.4,41887.9,46174.6,34574,75418,54921.5,33669.4,53125.7,11342.1,7634.8,9838,32761.5,22837.7,11790.8,9652,44525.7,29387.7,14363.4,13372.1,34097.5,8545.3,45812.4,31479.3,22804.7,22642.8,12798,28128.7,7912.3,27130.8,121027.8,50194.6,21873,19815,15042.4,41677.7,21337.6,35215.1,7101.6,18398.5,64936.1,8380.8,6636.8,29482.5,133158.8,27449.5,11925.6,21558.4,48529.6,24839.5,10345.4,19021.1,37935.1,19305.6,11879.7,12295.6,13337.7,4058.8,6450,12820.4,39589.5,10271.7,11601.8,25388.5,8268.8,5998.8,13156.4,6220.2,9120.3
5/10/2017,419686.3,87497.1,462925.5,138622.9,275457.4,25485.6,133903.8,94230.6,43439.9,287216.4,252447,191363.6,53469.4,100232.9,134979,130981.9,170135.7,96242.5,198473.3,137425.9,100493.4,19946.7,160279.7,204272.4,117237.5,102161.3,191075,76837.6,210205.8,98899.8,80881,162058.9,36700.8,74284.8,54709.9,35779.2,39163.9,69080.4,39175.2,88745,142283.7,56145.1,102761,70370.4,51048.8,60678.8,27400.8,74881,168674.4,108342.6,69185,35524.9,46410.3,86066.7,54649.1,74144.1,54330.5,121755.9,73924.2,410286.8,83273.3,70312.5,68753.2,38468.6,34270.3,58086.7,41373.5,107593.9,54363.1,46839.7,61587.3,43332.7,35059.1,38006.7,23179.6,46081.1,39857.2,25206.1,85411.5,32638.6,59137.1,54346.3,54798.3,110791.4,60666.2,16391.3,33958.2,22486.6,51990.2,20107.7,35333.2,10600.5,20519.2,120198.6,196579.4,49650.2,164382.7,66173.2,12955.4,29643.2,52519,17128.6,54993.6,30926.2,14489.1,131551.3,25774.5,57194.5,32153.1,45832,39573.4,145855.5,82257.5,19052.3,34025.9,30409.3,14531.5,25500.3,11506.5,15647.2,58320.8,44072.5,70611.8,41327,39897.4,11635.4,39816.5,16363.7,33437.6,17673.9,27844.5,18101.4,23319.8,24195.3,30925.4,122280.6,88580.2,36665.2,28034.8,78919.8,48035.9,22344.5,34733.9,30173.4,10705.6,11074.4,57860.6,39456,25977.4,20393.7,16490.4,20635.3,7559.2,65907.4,16523.5,27280.8,231674.3,38297.9,32253.2,29714.6,56377.8,52342.8,26116.2,23455.8,52589.1,6871.7,7347.5,9934.7,45297.7,19059.8,10484.1,7981.3,50763.5,30467.1,12826.6,16134.4,42193.3,10090.5,142360.3,35528.3,22868.2,18565.4,17756.7,25417.8,4529.4,11653.3,98982.2,39371.7,22398.2,46249.7,14971.8,57395.4,32368,37633.3,17452.6,16576.7,52238.6,9606.8,38910,34444,82425.3,20921,10238.6,18552.9,109439.2,18081.4,10796.3,10913.8,37254,23076.8,14398.7,10563.9,46795.6,3755.3,5463.6,3772.1,25549.5,8728.7,10183,34893.6,7815.4,9515,9230.9,4903.5,6496.2
5/11/2017,718567.7,80310.3,732179.5,163505.9,187647.5,31934.6,140160.2,202426,49515.9,447308,155722.7,117332.4,69673.1,85550.6,183957.9,350981.2,262575.2,119617.9,213990.5,199627.9,65391.6,21222.2,97445.3,169195.6,88531,82710.3,155937.6,59698.8,136804.3,90902.8,74507.6,190616.1,42556.9,52875.9,44718.9,42289.7,104543.9,99275.7,42095.8,129211.1,104790.8,60905.3,110599.7,48498.6,60638.8,38474.3,24729.3,47601.7,138631.5,88992.4,88632.3,54042.6,39954.9,94211.8,92289.4,80448.9,58282.9,85972.5,78628.3,295786.8,89615,73310.2,94385.9,22824.4,61952.3,64886.7,37276.7,69935.1,51851.8,36499.4,39913.9,45950.5,62852.6,74793.9,24497.3,45324.8,28537.7,22457.4,48302.1,53328.1,66391.8,45012.1,55928.6,105541.4,48569.4,12808.1,33873.6,16836.6,28479.5,20858.2,44351,9401.8,16916.1,61852.1,96715.1,41338.4,73281.5,51222.1,15033.1,28574.1,62553.5,18765.7,47721.9,41077.6,14170.3,106349.4,23733.8,31500,29620.8,42891.9,39619.2,60969.6,49275.9,13307.8,26169.9,89439.8,27283.2,8905.7,16874.3,8949.3,26577.7,39341,43312.9,21807.9,48437.3,8922.3,14926.2,17319.4,39077.8,31029.2,34149.7,7783.6,29561.1,14524.6,24520.9,106424.5,88575.2,27067.9,19550.9,60938.6,54969.6,15516.6,30309.6,33615.2,8851.6,15935.6,42997.4,66705,26874.2,75910.6,8813.2,25545.7,4770.2,72920.4,16262.7,14474.6,142980.9,49572,24486.7,22665.1,31432.7,22922.1,41963.9,17967.7,25183.2,14754.5,5779.2,8817.8,51029.5,19217.8,6735.8,22035.1,59616.3,80018.4,13617.1,12057.3,28888.4,5040.2,64535.9,43728.8,83463.7,103696.8,26478,87007.3,2990.2,24585.6,115209.5,42268.7,20324.6,49293.7,30459.2,33077.4,22498.4,83767.3,9995,13217.5,38681.3,8155.2,15127.6,21562.6,79895.8,16297.7,13432.9,16818.8,50076,16880.1,8523.8,10954.2,42901.4,66250.5,13603.2,11470.2,12925,4246.5,6235.2,17620.9,82662.7,12155.5,7668.9,36046,7321.9,7269.8,14397.3,8220.2,14270.5
5/12/2017,438812,85484.6,683303.7,171253.2,199535.6,44040,291477.9,142704.2,60313.6,307466.4,377142.6,201317.5,82264.2,139245.3,146736.5,261833.2,197771.4,149481.6,242158.3,235598.9,63257.7,32854.3,103049.8,150015.3,93275.9,101767.4,167669.3,83298.6,276792.2,105269,75237.6,142389.1,58874.1,86467.9,70199.9,28187.6,120415.7,152618.1,69391.6,245664.4,76704.5,92384.7,117022.6,115781.6,70070.8,97674.2,35062.6,62362.5,185288.6,74402.1,149665.4,76931.3,69975.8,75595.5,113450.3,112949,42647.1,259254.5,87395.5,218626.7,140937.3,140746.6,76198,34730.2,76195.8,295053.1,35925.8,47703,102791.4,41478.4,60287.7,45985.2,53503.5,47443.7,19585.3,59340,50699.3,21583.1,54347,68684.5,51054.2,59595.1,50870.4,120544.2,36404.6,22286,37481.4,18864.7,64707.2,21997,67634.2,11949.8,32835,44328.4,57292.7,61715.4,58194.3,157381.2,14525.8,22476.7,43850.6,26045.8,97782.6,91644.9,13625.6,90939.5,45355,66550.9,48269.8,39605,47913.5,45747.6,78973.8,21767.3,26085.5,46384.5,19600.2,18943.2,16822.6,20643,34570.8,42585.4,110679.8,11310.2,70546.1,13063.1,21182.5,47726.4,19482,21603.9,26845.1,10610.2,61710.5,24267.9,34931.1,60205.5,66653.3,33782.1,19504.6,47641.8,68655.6,36790.6,69136.8,40869.4,13044.1,14374,36188.2,76430.6,84379.8,67785.8,10850.7,100121,8899.1,62222.6,18853.7,32753.3,68937.6,83241.8,24072.7,34441.1,39542.3,26096.6,71744.7,17963.5,29535.8,18508.9,11148.5,14180.2,36874.8,62774.7,18427.9,19721.3,83338.6,78375.6,20765.4,21731.8,36399.4,20512.4,58747.3,30668.6,57381.1,41094.5,20974.9,66644.4,3779.5,15265.3,233965.5,68729.1,28910.6,35680.2,29412.5,29632.9,35055.6,43176.4,13080.3,18762.1,27490.9,11181.3,15703.6,30199.4,180476.6,20959.3,24253.1,17532.4,76995.8,29021.1,21129.5,58837.9,59066.9,43653.4,27945.7,23501.4,24835.3,36272.9,5581.6,9355.7,37671.1,9756.8,8839.5,24036.9,13778.6,28922.8,39236.2,7324.3,27751
