Dates,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME
3/9/2010,#N/A N/A,30542,765139,41633,136732,#N/A N/A,5,1495,#N/A N/A,6151,10735,225343,873,125974,5527,23500,#N/A N/A,#N/A N/A,6122,106737,95124,958,289539,#N/A N/A,1630089,14376,5846,#N/A N/A,12273,58918,3787,1444080,2114,567140,#N/A N/A,67695,10159,#N/A N/A,67680,8129,#N/A N/A,30948,23276,15254,200128,#N/A N/A,52185,72028,37457,66692,#N/A N/A,394508,376798,871931,#N/A N/A,#N/A N/A,39456,250286,53603,326806,785,#N/A N/A,#N/A N/A,9621,74,764220,21770,710,1979,#N/A N/A
3/10/2010,#N/A N/A,18276,591651,23312,341419,#N/A N/A,5814,200,#N/A N/A,1803,20099,290878,6205,121232,3634,21205,#N/A N/A,#N/A N/A,1608,125988,40997,1714,3147177,#N/A N/A,1847136,17640,3682,#N/A N/A,8168,15827,10026,5135107,1401,500147,#N/A N/A,29119,5888,#N/A N/A,44377,5687,#N/A N/A,113078,9640,27738,308018,#N/A N/A,33037,134801,28722,83916,#N/A N/A,384222,558611,900966,#N/A N/A,#N/A N/A,125508,225590,286544,407889,1450,#N/A N/A,#N/A N/A,7320,439,862722,14435,1989,4035,#N/A N/A
3/11/2010,#N/A N/A,40032,479196,31357,115836,#N/A N/A,306,200,#N/A N/A,6719,5303,334456,2683,58943,6405,6015,#N/A N/A,#N/A N/A,944,191043,103737,2908,844826,#N/A N/A,1041081,19416,5240,#N/A N/A,110842,21626,8847,2695844,8070,689492,#N/A N/A,61417,20836,#N/A N/A,48525,17131,#N/A N/A,317036,29310,41517,295725,#N/A N/A,80498,106610,37716,52332,#N/A N/A,348904,336432,718109,#N/A N/A,#N/A N/A,196644,190944,169875,332439,1152,#N/A N/A,#N/A N/A,14784,3410,906032,23484,441,1457,#N/A N/A
3/12/2010,#N/A N/A,25573,547566,366289,119318,#N/A N/A,20,2838,#N/A N/A,2525,21645,208959,3831,262440,5018,11225,#N/A N/A,#N/A N/A,1094,79605,85198,4390,366616,#N/A N/A,779519,10375,21387,#N/A N/A,67547,8576,50688,1805948,6724,219375,#N/A N/A,81748,38719,#N/A N/A,28684,6235,#N/A N/A,50010,7991,15106,160836,#N/A N/A,107293,111758,37277,208362,#N/A N/A,498749,589943,482813,#N/A N/A,#N/A N/A,105332,175597,313688,392340,6000,#N/A N/A,#N/A N/A,22860,2806,1149639,20076,205,3331,#N/A N/A
3/15/2010,#N/A N/A,51399,641262,142128,70303,#N/A N/A,20,2400,#N/A N/A,3424,2273,281310,1867,90543,2685,9500,#N/A N/A,#N/A N/A,544,76026,90341,16035,453262,#N/A N/A,1058321,2023,2916,#N/A N/A,46373,15213,17187,1181093,4739,209839,#N/A N/A,122728,6956,#N/A N/A,60875,8951,#N/A N/A,39628,23678,40813,222089,#N/A N/A,181720,101117,45432,280062,#N/A N/A,339127,267943,496656,#N/A N/A,#N/A N/A,180244,295569,149305,347614,2700,#N/A N/A,#N/A N/A,48240,110,992263,15063,6,4682,#N/A N/A
3/16/2010,#N/A N/A,15146,810889,30998,170351,#N/A N/A,1969,10200,#N/A N/A,10973,17525,231235,5821,72373,16465,50425,#N/A N/A,#N/A N/A,2032,37914,71116,1199,197649,#N/A N/A,1472916,2435,18336,#N/A N/A,49578,103838,21447,1639478,4170,165857,#N/A N/A,108275,7921,#N/A N/A,93480,2731,#N/A N/A,46472,27393,9883,296193,#N/A N/A,118541,161128,41692,170169,#N/A N/A,317341,311131,458363,#N/A N/A,#N/A N/A,97636,326661,173896,378069,1320,#N/A N/A,#N/A N/A,17877,110,1552313,14805,560,6263,#N/A N/A
3/17/2010,#N/A N/A,41857,769871,17026,116601,#N/A N/A,7140,10200,#N/A N/A,16130,2529,280654,2858,176358,8686,6070,#N/A N/A,#N/A N/A,672,135315,50295,13516,495336,#N/A N/A,699372,1806,38712,#N/A N/A,29957,3241,15663,1578542,537,191214,#N/A N/A,111802,3147,#N/A N/A,81073,5245,#N/A N/A,35076,52127,57383,259497,#N/A N/A,79974,154171,42758,64124,#N/A N/A,458824,471340,673404,#N/A N/A,#N/A N/A,20392,204625,108813,722455,3960,#N/A N/A,#N/A N/A,10056,606,2114413,25243,123,6240,#N/A N/A
3/18/2010,#N/A N/A,16202,431114,31787,106778,#N/A N/A,7140,10200,#N/A N/A,3369,3164,175508,1187,158257,5888,22450,#N/A N/A,#N/A N/A,588,122073,144143,7947,157335,#N/A N/A,1424333,2502,2653,#N/A N/A,20723,12184,8683,1569160,2525,535552,#N/A N/A,94407,22028,#N/A N/A,37756,2812,#N/A N/A,15572,101780,12852,485398,#N/A N/A,46338,117438,38812,158935,#N/A N/A,2209444,323201,648603,#N/A N/A,#N/A N/A,171460,267068,77313,505805,10234,#N/A N/A,#N/A N/A,7695,110,1312610,15707,2703,2547,#N/A N/A
3/19/2010,#N/A N/A,30565,1232369,66336,246678,#N/A N/A,20,221,#N/A N/A,38317,3164,1163715,3941,110831,28850,20840,#N/A N/A,#N/A N/A,1284,391530,217642,6839,282745,#N/A N/A,1931058,1940,15602,#N/A N/A,33096,15193,11114,2505923,1250,160936,#N/A N/A,103977,14125,#N/A N/A,59638,14050,#N/A N/A,23318,32319,12730,602243,#N/A N/A,124527,213135,75858,331163,#N/A N/A,1667187,865585,506571,#N/A N/A,#N/A N/A,39236,561049,58732,776319,5700,#N/A N/A,#N/A N/A,34824,770,1742335,22465,2806,3639,#N/A N/A
3/22/2010,#N/A N/A,20306,544905,113900,107555,#N/A N/A,20,1200,#N/A N/A,4888,1686,306057,3140,32430,9939,21290,#N/A N/A,#N/A N/A,1710,142161,70769,2788,117130,#N/A N/A,1256934,2050,19220,#N/A N/A,13667,14100,1623,1006210,2217,354992,#N/A N/A,55783,3423,#N/A N/A,21906,4860,#N/A N/A,9946,8349,42666,395736,#N/A N/A,85106,76367,46864,277714,#N/A N/A,843955,642599,754288,#N/A N/A,#N/A N/A,46480,236343,88598,374576,5576,#N/A N/A,#N/A N/A,10773,2200,894739,24869,558,2887,#N/A N/A
3/23/2010,#N/A N/A,23297,518641,86142,154397,#N/A N/A,20,1252,#N/A N/A,8930,4078,403094,14596,92782,3747,53140,#N/A N/A,#N/A N/A,744,66153,26871,1577,152053,#N/A N/A,905527,1575,58981,#N/A N/A,58889,30075,4560,853913,122,185165,#N/A N/A,52096,27401,#N/A N/A,65904,1811,#N/A N/A,10518,48924,27084,389877,#N/A N/A,53999,63938,117658,489315,#N/A N/A,493935,349403,456145,#N/A N/A,#N/A N/A,146792,386449,71223,281655,6200,#N/A N/A,#N/A N/A,29985,3410,895069,23697,622,4049,#N/A N/A
3/24/2010,#N/A N/A,25964,358143,171987,147120,#N/A N/A,10,1252,#N/A N/A,28172,45562,486033,3230,79668,8659,39255,#N/A N/A,#N/A N/A,702,47370,67617,2804,126443,#N/A N/A,649732,1400,41471,#N/A N/A,24859,31056,4398,1471899,6049,188423,#N/A N/A,36204,14078,#N/A N/A,36888,4603,#N/A N/A,35218,46621,19318,316033,#N/A N/A,32770,207170,94624,631962,#N/A N/A,498990,532908,355124,#N/A N/A,#N/A N/A,128868,308177,88911,888652,6805,#N/A N/A,#N/A N/A,95253,4400,1025843,16228,883,2812,#N/A N/A
3/25/2010,#N/A N/A,30097,405797,178706,321414,#N/A N/A,20,53,#N/A N/A,20905,88085,359751,3181,66419,13808,62450,#N/A N/A,#N/A N/A,850,199614,80365,23540,182812,#N/A N/A,848952,14108,9966,#N/A N/A,21968,61310,5616,1293956,2303,180367,#N/A N/A,60602,40960,#N/A N/A,40425,4956,#N/A N/A,13228,51784,36419,248989,#N/A N/A,32519,107572,188169,224052,#N/A N/A,1137071,437595,430033,#N/A N/A,#N/A N/A,91052,379571,241252,389294,4224,#N/A N/A,#N/A N/A,18123,2420,944857,26362,585,1874,#N/A N/A
3/26/2010,#N/A N/A,11592,399543,164480,590564,#N/A N/A,51,53,#N/A N/A,23041,26338,345556,2578,98622,8762,31030,#N/A N/A,#N/A N/A,2820,132483,37911,6869,142967,#N/A N/A,1005634,5256,15128,#N/A N/A,160473,29595,1084,1453119,2552,164435,#N/A N/A,52905,16029,#N/A N/A,71616,4360,#N/A N/A,27326,32142,14426,236125,#N/A N/A,47036,140523,121284,98170,#N/A N/A,596672,311410,328480,#N/A N/A,#N/A N/A,196300,4236906,110836,439093,2452,#N/A N/A,#N/A N/A,62175,2200,765919,14655,5029,3345,#N/A N/A
3/29/2010,#N/A N/A,38409,388107,144044,274281,#N/A N/A,1499,53,#N/A N/A,6354,18007,252824,5743,111577,20988,33445,#N/A N/A,#N/A N/A,8180,183333,110517,5125,184788,#N/A N/A,975771,14754,11741,#N/A N/A,56947,10020,4540,1001394,1079,202414,#N/A N/A,74612,11974,#N/A N/A,27039,4324,#N/A N/A,46192,21965,12410,468378,#N/A N/A,38019,79173,92090,359493,#N/A N/A,443767,491792,317726,#N/A N/A,#N/A N/A,49412,713691,77507,328319,3750,#N/A N/A,#N/A N/A,13032,5060,795955,7253,6927,1998,#N/A N/A
3/30/2010,#N/A N/A,21209,289285,105166,175134,#N/A N/A,1499,401,#N/A N/A,35644,25,232912,2128,112655,26641,16325,#N/A N/A,#N/A N/A,5216,228444,107397,11836,159266,#N/A N/A,1175870,11910,43550,#N/A N/A,55071,22152,5008,1129697,5449,149679,#N/A N/A,74209,34153,#N/A N/A,24713,8096,#N/A N/A,61298,14412,37683,260036,#N/A N/A,68335,202887,35364,204104,#N/A N/A,297192,903308,517772,#N/A N/A,#N/A N/A,115640,534018,61926,313054,2797,#N/A N/A,#N/A N/A,8943,2750,1460450,20843,1897,2716,#N/A N/A
3/31/2010,#N/A N/A,16511,333589,77495,202239,#N/A N/A,1499,130,#N/A N/A,33926,55663,222896,7343,109408,13782,15740,#N/A N/A,#N/A N/A,5380,95265,72524,6284,72062,#N/A N/A,992618,8941,17097,#N/A N/A,56003,45036,6801,1179957,9424,171506,#N/A N/A,98886,63388,#N/A N/A,28325,4672,#N/A N/A,18138,55367,49598,280961,#N/A N/A,118990,731233,57734,163009,#N/A N/A,372274,519690,461330,#N/A N/A,#N/A N/A,220688,276632,115935,470271,280,#N/A N/A,#N/A N/A,3390,110,1339661,13500,1597,2119,#N/A N/A
4/1/2010,#N/A N/A,52545,270882,352222,319060,#N/A N/A,1499,672,#N/A N/A,23757,9141,273087,6290,45587,74636,31880,#N/A N/A,#N/A N/A,2478,170658,87935,17925,100895,#N/A N/A,1623604,12095,24338,#N/A N/A,84213,145358,32491,1621094,7346,139186,#N/A N/A,161486,56149,#N/A N/A,16416,5213,#N/A N/A,16292,4557,18258,390564,#N/A N/A,80583,288684,74159,172358,#N/A N/A,393766,783154,885398,#N/A N/A,#N/A N/A,448500,547297,85222,396673,2801,#N/A N/A,#N/A N/A,15624,110,1075980,7358,2391,6717,#N/A N/A
4/2/2010,#N/A N/A,52545,270882,352222,319060,#N/A N/A,1499,672,#N/A N/A,23757,9141,273087,6290,45587,74636,31880,#N/A N/A,#N/A N/A,2478,170658,87935,17925,100895,#N/A N/A,1623604,12095,24338,#N/A N/A,84213,145358,32491,1621094,7346,139186,#N/A N/A,161486,56149,#N/A N/A,16416,5213,#N/A N/A,16292,4557,18258,390564,#N/A N/A,80583,288684,74159,172358,#N/A N/A,393766,783154,885398,#N/A N/A,#N/A N/A,448500,547297,85222,396673,2801,#N/A N/A,#N/A N/A,15624,110,1075980,7358,2391,6717,#N/A N/A
4/5/2010,#N/A N/A,52545,270882,352222,319060,#N/A N/A,1499,672,#N/A N/A,23757,9141,273087,6290,45587,74636,31880,#N/A N/A,#N/A N/A,2478,170658,87935,17925,100895,#N/A N/A,1623604,12095,24338,#N/A N/A,84213,145358,32491,1621094,7346,139186,#N/A N/A,161486,56149,#N/A N/A,16416,5213,#N/A N/A,16292,4557,18258,390564,#N/A N/A,80583,288684,74159,172358,#N/A N/A,393766,783154,885398,#N/A N/A,#N/A N/A,448500,547297,85222,396673,2801,#N/A N/A,#N/A N/A,15624,110,1075980,7358,2391,6717,#N/A N/A
4/6/2010,#N/A N/A,41926,281290,130564,234794,#N/A N/A,459,672,#N/A N/A,24559,8081,346602,2405,64625,60206,24380,#N/A N/A,#N/A N/A,9600,72459,152322,2976,129900,#N/A N/A,977502,37100,16966,#N/A N/A,34418,205625,5269,2062564,20568,387084,#N/A N/A,201932,80318,#N/A N/A,26996,9358,#N/A N/A,43106,30787,19603,404460,#N/A N/A,179680,134120,68567,546992,#N/A N/A,383705,753795,2166481,#N/A N/A,#N/A N/A,128336,377349,62359,661886,120,#N/A N/A,#N/A N/A,16365,20119,971687,15868,5088,5409,#N/A N/A
4/7/2010,#N/A N/A,22255,556409,161531,99394,#N/A N/A,2,672,#N/A N/A,29780,16412,238631,1925,32626,12222,24615,#N/A N/A,#N/A N/A,2180,68586,172178,6170,78926,#N/A N/A,1046171,4030,12473,#N/A N/A,38889,60194,10538,1227556,1498,196740,#N/A N/A,103261,80768,#N/A N/A,22511,4755,#N/A N/A,69578,17939,13510,322309,#N/A N/A,108403,280216,28928,209901,#N/A N/A,1388347,592690,1205361,#N/A N/A,#N/A N/A,397128,447731,100592,303499,3166,#N/A N/A,#N/A N/A,16002,44440,1317788,14774,3450,8053,#N/A N/A
4/8/2010,#N/A N/A,29123,452574,51047,144599,#N/A N/A,918,672,#N/A N/A,4863,7457,261235,4496,35745,18628,28985,#N/A N/A,#N/A N/A,1378,114231,114464,4739,60475,#N/A N/A,1171445,1925,9227,#N/A N/A,18075,16109,14360,1828753,6282,160964,#N/A N/A,48384,9542,#N/A N/A,19013,4611,#N/A N/A,39600,14346,20673,424039,#N/A N/A,81231,326078,55539,281099,#N/A N/A,802532,476640,917204,#N/A N/A,#N/A N/A,95844,283948,122874,422240,2068,#N/A N/A,#N/A N/A,36189,6600,995090,21051,5146,4077,#N/A N/A
4/9/2010,#N/A N/A,31419,289092,110705,114389,#N/A N/A,1020,672,#N/A N/A,9055,15904,242721,106,29051,12477,11685,#N/A N/A,#N/A N/A,3956,102114,71700,4382,221910,#N/A N/A,358702,1637,3490,#N/A N/A,68561,35879,182117,1303098,12394,145653,#N/A N/A,68906,3623,#N/A N/A,12268,7076,#N/A N/A,115174,4725,13453,511620,#N/A N/A,91217,235657,29900,407591,#N/A N/A,648464,688585,422286,#N/A N/A,#N/A N/A,41424,1065212,135668,261059,6977,#N/A N/A,#N/A N/A,17376,396,927324,15979,1640,2779,#N/A N/A
4/12/2010,#N/A N/A,27677,327379,105294,165412,#N/A N/A,102,672,#N/A N/A,16157,164530,236966,2787,24025,23875,24885,#N/A N/A,#N/A N/A,1272,105399,46328,15813,81047,#N/A N/A,444437,1000,23467,#N/A N/A,221815,25135,95313,1180292,5473,314141,#N/A N/A,33980,15152,#N/A N/A,21661,4094,#N/A N/A,223460,6661,4552,366156,#N/A N/A,72374,158000,33091,118857,#N/A N/A,937382,382367,394157,#N/A N/A,#N/A N/A,36088,804324,63922,238312,9044,#N/A N/A,#N/A N/A,6618,72790,752388,21199,1591,3584,#N/A N/A
4/13/2010,#N/A N/A,34259,444588,79085,180914,#N/A N/A,102,672,#N/A N/A,3182,39187,178531,15211,34868,11863,22080,#N/A N/A,#N/A N/A,710,46254,77003,16643,70431,#N/A N/A,828864,500,25476,#N/A N/A,141314,9100,80997,1442794,7880,161253,#N/A N/A,22892,8843,#N/A N/A,37820,3486,#N/A N/A,106972,5272,31536,356811,#N/A N/A,124113,266652,112836,164548,#N/A N/A,673582,368633,947194,#N/A N/A,#N/A N/A,36192,347047,518106,398514,1555,#N/A N/A,#N/A N/A,13311,220,774808,57794,5478,4229,#N/A N/A
4/14/2010,#N/A N/A,22502,604414,168933,299852,#N/A N/A,847,300,#N/A N/A,8233,149655,256457,5046,35809,23453,28500,#N/A N/A,#N/A N/A,2386,128265,131646,11854,117962,#N/A N/A,912251,2130,7939,#N/A N/A,115864,280849,61032,1350767,8819,205911,#N/A N/A,37498,17537,#N/A N/A,64787,3938,#N/A N/A,92636,10343,7632,269579,#N/A N/A,116225,344903,48593,125450,#N/A N/A,477384,522491,687216,#N/A N/A,#N/A N/A,76712,636547,149678,316746,7267,#N/A N/A,#N/A N/A,109125,40843,1444616,39411,3489,2727,#N/A N/A
4/15/2010,#N/A N/A,20019,1039055,119789,401378,#N/A N/A,357,100,#N/A N/A,11200,49110,365498,1096,33259,6772,25570,#N/A N/A,#N/A N/A,1210,96402,38391,29892,70657,#N/A N/A,709470,1721,10608,#N/A N/A,41825,168969,26708,1585198,5795,151234,#N/A N/A,55924,27636,#N/A N/A,134340,1804,#N/A N/A,76330,74028,10901,185283,#N/A N/A,68044,297826,68767,160771,#N/A N/A,703489,549988,431459,#N/A N/A,#N/A N/A,120108,524593,188943,252095,12780,#N/A N/A,#N/A N/A,18726,13970,816772,15139,2202,5126,#N/A N/A
4/16/2010,#N/A N/A,20422,879360,71580,321135,#N/A N/A,306,8236,#N/A N/A,9659,44751,558238,988,23067,77096,31955,#N/A N/A,#N/A N/A,2220,48885,31695,22578,112080,#N/A N/A,910664,1000,13700,#N/A N/A,77340,106000,54213,1597202,2580,147046,#N/A N/A,88999,48857,#N/A N/A,96031,3558,#N/A N/A,125336,18976,10403,216541,#N/A N/A,55624,214417,52861,285393,#N/A N/A,589024,564698,713666,#N/A N/A,#N/A N/A,31288,1246388,88080,311639,11541,#N/A N/A,#N/A N/A,21207,8580,1491176,9863,1149,6158,#N/A N/A
4/19/2010,#N/A N/A,35037,746327,62466,320706,#N/A N/A,3387,8236,#N/A N/A,9394,59850,225285,3193,24680,19544,25955,#N/A N/A,#N/A N/A,2690,183852,38232,24547,135129,#N/A N/A,1025678,3210,16056,#N/A N/A,32756,65011,49264,1288267,3198,130429,#N/A N/A,112079,3332,#N/A N/A,26631,9099,#N/A N/A,389696,9622,13125,339176,#N/A N/A,31759,184660,85039,356177,#N/A N/A,599002,453102,843769,#N/A N/A,#N/A N/A,90984,692070,114194,409181,2232,#N/A N/A,#N/A N/A,10440,6710,890484,19392,1129,3243,#N/A N/A
4/20/2010,#N/A N/A,31747,501314,72811,384255,#N/A N/A,352,49,#N/A N/A,10841,29140,421670,1394,46783,31940,26085,#N/A N/A,#N/A N/A,1418,46851,48984,6803,50378,#N/A N/A,1229894,1455,6424,#N/A N/A,50789,161317,20569,1697866,172,276528,#N/A N/A,52828,24995,#N/A N/A,51508,7077,#N/A N/A,134750,8555,13908,483030,#N/A N/A,32367,348321,67387,219801,#N/A N/A,353383,648466,834682,#N/A N/A,#N/A N/A,110688,1768354,226850,211822,8347,#N/A N/A,#N/A N/A,19155,1210,936533,23992,259,3513,#N/A N/A
4/21/2010,#N/A N/A,35014,379739,58025,290920,#N/A N/A,51,390,#N/A N/A,24457,18764,503066,106,76418,29082,11385,#N/A N/A,#N/A N/A,934,163869,61087,17462,105252,#N/A N/A,1023533,4341,3174,#N/A N/A,89939,249866,20849,1916481,5426,216000,#N/A N/A,75524,7476,#N/A N/A,24659,10054,#N/A N/A,70930,26427,39892,418191,#N/A N/A,24326,197004,55096,382704,#N/A N/A,619958,392771,680562,#N/A N/A,#N/A N/A,50280,1631060,122463,371114,370,#N/A N/A,#N/A N/A,14916,1639,1427609,17109,37,4583,#N/A N/A
4/22/2010,#N/A N/A,63225,391920,38932,230741,#N/A N/A,3460,390,#N/A N/A,13170,3767,811511,1320,60402,64493,59720,#N/A N/A,#N/A N/A,976,28050,38733,12069,352381,#N/A N/A,1247393,1945,3735,#N/A N/A,146138,215644,6860,1909456,7298,540109,#N/A N/A,40522,20847,#N/A N/A,36345,7205,#N/A N/A,51118,26175,5547,377105,#N/A N/A,61200,155651,86955,436006,#N/A N/A,518360,1138224,661108,#N/A N/A,#N/A N/A,116896,1962483,383384,292877,1209,#N/A N/A,#N/A N/A,22884,2640,1190114,26563,205,9003,#N/A N/A
4/23/2010,#N/A N/A,59033,360176,54741,370697,#N/A N/A,663,190,#N/A N/A,7358,12799,784036,1190,21497,66689,17975,#N/A N/A,#N/A N/A,2036,106194,96660,10008,287300,#N/A N/A,765488,5026,5002,#N/A N/A,54472,314863,57200,1731559,11294,438669,#N/A N/A,30453,37924,#N/A N/A,92323,7476,#N/A N/A,41550,16448,4545,256554,#N/A N/A,79884,137933,61131,409763,#N/A N/A,405760,2576066,524731,#N/A N/A,#N/A N/A,97396,785087,127195,442507,500,#N/A N/A,#N/A N/A,3822,220,1148909,4607,482,5048,#N/A N/A
4/26/2010,#N/A N/A,42437,271236,13617,192447,#N/A N/A,765,90,#N/A N/A,9826,15480,368468,2155,26327,42083,18175,#N/A N/A,#N/A N/A,92,301920,38640,10496,150737,#N/A N/A,698363,2515,6148,#N/A N/A,180159,224856,31976,1485301,100,195118,#N/A N/A,45202,6200,#N/A N/A,81612,6029,#N/A N/A,45606,24982,13633,474883,#N/A N/A,44251,135723,53442,536847,#N/A N/A,492055,1624240,480850,#N/A N/A,#N/A N/A,110296,825143,159344,241650,6296,#N/A N/A,#N/A N/A,2973,1733,792791,8950,1010,1726,#N/A N/A
4/27/2010,#N/A N/A,57081,572128,70328,254570,#N/A N/A,7293,1500,#N/A N/A,11212,22109,630807,1064,19219,60992,4625,#N/A N/A,#N/A N/A,726,156030,142147,17198,139689,#N/A N/A,995355,1841,3397,#N/A N/A,202591,244881,15572,2144626,6466,238902,#N/A N/A,20544,36904,#N/A N/A,48127,5815,#N/A N/A,63976,35703,27461,319566,#N/A N/A,104080,156075,54529,272548,#N/A N/A,491780,1311379,442948,#N/A N/A,#N/A N/A,28104,812751,137292,531784,1230,#N/A N/A,#N/A N/A,14283,3410,1052727,29907,1420,3258,#N/A N/A
4/28/2010,#N/A N/A,97028,618329,271165,422089,#N/A N/A,2040,1500,#N/A N/A,21463,94494,1244461,9561,54620,66791,149780,#N/A N/A,#N/A N/A,6430,429501,118370,24143,196513,#N/A N/A,1711359,2401,17106,#N/A N/A,137744,265041,56169,2669252,18078,435186,#N/A N/A,88914,41586,#N/A N/A,63118,7579,#N/A N/A,90490,12695,21927,719491,#N/A N/A,132719,236881,118020,185279,#N/A N/A,1046096,1645535,3556782,#N/A N/A,#N/A N/A,90160,1536998,342173,642006,11570,#N/A N/A,#N/A N/A,64155,21633,1538257,55062,595,6797,#N/A N/A
4/29/2010,#N/A N/A,20719,319577,38261,390923,#N/A N/A,765,1500,#N/A N/A,12258,14599,551199,2331,32727,44999,76850,#N/A N/A,#N/A N/A,1314,609963,61746,9691,156144,#N/A N/A,782752,3440,11570,#N/A N/A,92122,193093,33677,4673409,1282,207545,#N/A N/A,68167,86149,#N/A N/A,32236,10447,#N/A N/A,69226,8196,16242,430522,#N/A N/A,84314,174308,72844,272264,#N/A N/A,945397,1333801,1160344,#N/A N/A,#N/A N/A,59424,481247,38183,407901,4620,#N/A N/A,#N/A N/A,18819,11110,902477,48798,4764,3988,#N/A N/A
4/30/2010,#N/A N/A,37322,237863,197687,224650,#N/A N/A,76688,25,#N/A N/A,13057,10874,845111,319,27794,12274,7000,#N/A N/A,#N/A N/A,652,210495,78487,7854,133193,#N/A N/A,1321558,7602,20237,#N/A N/A,79798,267961,33207,7198982,2033,196970,#N/A N/A,63391,48166,#N/A N/A,48717,8120,#N/A N/A,42178,23143,3414,427984,#N/A N/A,79908,153517,52494,325766,#N/A N/A,999940,2203611,785617,#N/A N/A,#N/A N/A,218208,573180,57688,483223,1370,#N/A N/A,#N/A N/A,13938,11110,1347540,16262,1000,2966,#N/A N/A
5/3/2010,#N/A N/A,17028,166470,89616,155744,#N/A N/A,10,25,#N/A N/A,5981,20087,423937,8240,29741,9793,12550,#N/A N/A,#N/A N/A,924,75078,54736,10762,41995,#N/A N/A,809575,1980,4400,#N/A N/A,29935,180865,26267,3004100,1200,210606,#N/A N/A,37259,42849,#N/A N/A,36787,10094,#N/A N/A,34874,5306,26508,164448,#N/A N/A,47698,152090,59523,382725,#N/A N/A,824992,1294067,606959,#N/A N/A,#N/A N/A,37924,287441,62931,438707,4495,#N/A N/A,#N/A N/A,9363,7017,1335305,6551,382,3856,#N/A N/A
5/4/2010,#N/A N/A,50084,402363,71863,279949,#N/A N/A,1142,25,#N/A N/A,61074,46553,459388,1277,61902,16791,61145,#N/A N/A,#N/A N/A,868,200253,105938,10299,90084,#N/A N/A,1125480,12784,6613,#N/A N/A,70397,206384,76181,2725942,19172,245777,#N/A N/A,125507,57721,#N/A N/A,28092,14537,#N/A N/A,147356,24327,39165,635733,#N/A N/A,111563,226223,59741,404531,#N/A N/A,917242,1581450,1238976,#N/A N/A,#N/A N/A,88664,608945,107904,548327,500,#N/A N/A,#N/A N/A,29007,110,1658150,22308,2654,2272,#N/A N/A
5/5/2010,#N/A N/A,86920,490393,106263,350664,#N/A N/A,4220,1550,#N/A N/A,28430,10843,476848,11749,44123,28424,48290,#N/A N/A,#N/A N/A,1764,154368,99158,9457,572704,#N/A N/A,1553994,5404,11393,#N/A N/A,27685,192961,44504,2816768,4045,367567,#N/A N/A,70055,65766,#N/A N/A,94930,10259,#N/A N/A,119144,24038,56670,541569,#N/A N/A,70351,212313,72313,230586,#N/A N/A,703316,1588827,3282872,#N/A N/A,#N/A N/A,48632,1020891,231768,510496,2600,#N/A N/A,#N/A N/A,24717,110,2335541,20444,1706,2914,#N/A N/A
5/6/2010,#N/A N/A,25745,444645,127878,364612,#N/A N/A,2907,77,#N/A N/A,35768,25016,593434,3976,29852,18335,55480,#N/A N/A,#N/A N/A,4686,155073,64361,8757,153780,#N/A N/A,936827,2340,16196,#N/A N/A,57396,187567,93099,2769840,1727,443650,#N/A N/A,119827,30621,#N/A N/A,52293,11146,#N/A N/A,153088,8738,35084,858435,#N/A N/A,91780,194187,102996,191017,#N/A N/A,867390,1320938,1640926,#N/A N/A,#N/A N/A,91876,971214,221874,682744,2075,#N/A N/A,#N/A N/A,60648,110,1961157,25986,3005,6705,#N/A N/A
5/7/2010,#N/A N/A,66249,673031,182067,489724,#N/A N/A,3547,6610,#N/A N/A,27754,31405,923262,10627,61388,19531,34450,#N/A N/A,#N/A N/A,4488,441963,123534,13837,177993,#N/A N/A,1720286,30,10104,#N/A N/A,227822,311555,62024,3552614,3431,340638,#N/A N/A,118347,60649,#N/A N/A,152423,10282,#N/A N/A,137196,17822,38621,595230,#N/A N/A,107672,359843,106541,325860,#N/A N/A,1083561,2677422,2297724,#N/A N/A,#N/A N/A,205472,1286525,208564,595852,15650,#N/A N/A,#N/A N/A,38715,11000,2395291,29775,1595,6201,#N/A N/A
