Code,J:TYMO(P)~U$,J:TTMO(P)~U$,J:SFTB(P)~U$,J:NTT(P)~U$,J:SO@N(P)~U$,J:CP@N(P)~U$,J:DDIC(P)~U$,J:TA@N(P)~U$,J:D@SA(P)~U$,J:MITF(P)~U$,J:RETA(P)~U$,J:HO@N(P)~U$,J:RHCL(P)~U$,J:UC@N(P)~U$,J:KA@N(P)~U$,J:ABOT(P)~U$,J:SMFI(P)~U$,J:DA@N(P)~U$,J:RG@N(P)~U$,J:YP@N(P)~U$,J:JRCE(P)~U$,J:JPHC(P)~U$,J:ITCN(P)~U$,J:ZJ@N(P)~U$,J:SEVI(P)~U$,J:MIHO(P)~U$,J:CN@N(P)~U$,J:EAJR(P)~U$,J:DU@N(P)~U$,J:HC@N(P)~U$,J:UM@N(P)~U$,J:MIZH(P)~U$,J:SHDO(P)~U$,J:DE@N(P)~U$,J:FP@N(P)~U$,J:SNET(P)~U$,J:TERU(P)~U$,J:BR@N(P)~U$,J:ES@N(P)~U$,J:ME@N(P)~U$,J:MT@N(P)~U$,J:OTHD(P)~U$,J:FT@N(P)~U$,J:CQ@N(P)~U$,J:OLYC(P)~U$,J:KP@N(P)~U$,J:JT@N(P)~U$,J:KB@N(P)~U$,J:KM@N(P)~U$,J:NM@N(P)~U$,J:MI@N(P)~U$,J:YHOO(P)~U$,J:ASBR(P)~U$,J:DALF(P)~U$,J:DH@N(P)~U$,J:MIFU(P)~U$,J:MSAD(P)~U$,J:NR@N(P)~U$,J:SQ@N(P)~U$,J:FJ@N(P)~U$,J:IX@N(P)~U$,J:JXHO(P)~U$,J:KU@N(P)~U$,J:KH@N(P)~U$,J:COMM(P)~U$,J:RAKT(P)~U$,J:NKSJ(P)~U$,J:UJ@N(P)~U$,J:CK@N(P)~U$,J:WJR(P)~U$,J:AB@N(P)~U$,J:AJ@N(P)~U$,J:AC@N(P)~U$,J:N@MB(P)~U$,J:CL@N(P)~U$,J:KE@N(P)~U$,J:MEJH(P)~U$,J:NJ@N(P)~U$,J:NSSM(P)~U$,J:OMRN(P)~U$,J:SE@N(P)~U$,J:SUEL(P)~U$,J:SMTH(P)~U$,J:TD@N(P)~U$,J:TZ@N(P)~U$,J:JR@N(P)~U$,J:ANAW(P)~U$,J:DP@N(P)~U$,J:FAMA(P)~U$,J:IDKO(P)~U$,J:INPX(P)~U$,J:KTEL(P)~U$,J:KN@N(P)~U$,J:MRBU(P)~U$,J:IA@N(P)~U$,J:MCHC(P)~U$,J:MH@N(P)~U$,J:IF@N(P)~U$,J:VF@N(P)~U$,J:OQ@N(P)~U$,J:DBHI(P)~U$,J:SFH(P)~U$,J:EM@N(P)~U$,J:TC@N(P)~U$,J:RY@N(P)~U$,J:TRAY(P)~U$,J:TYTS(P)~U$,J:REND(P)~U$,J:IN@N(P)~U$,J:OJ@N(P)~U$,J:YE@N(P)~U$,J:AG@N(P)~U$,J:AL@N(P)~U$,J:AM@N(P)~U$,J:AOZR(P)~U$,J:CC@N(P)~U$,J:CHBK(P)~U$,J:CHOC(P)~U$,J:CONF(P)~U$,J:SECR(P)~U$,J:CYBA(P)~U$,J:DS@N(P)~U$,J:DENA(P)~U$,J:EC@N(P)~U$,J:DENN(P)~U$,J:EQ@N(P)~U$,J:DM@N(P)~U$,J:EB@N(P)~U$,J:FECL(P)~U$,J:FUKU(P)~U$,J:FU@N(P)~U$,J:GSYU(P)~U$,J:AQ@N(P)~U$,J:OM@N(P)~U$,J:HTCM(P)~U$,J:IH@N(P)~U$,J:ZW@N(P)~U$,J:IM@N(P)~U$,J:MZYA(P)~U$,J:JFEH(P)~U$,J:JGCC(P)~U$,J:OE@N(P)~U$,J:KC@N(P)~U$,J:KW@N(P)~U$,J:KK@N(P)~U$,J:KSER(P)~U$,J:BS@N(P)~U$,J:KONA(P)~U$,J:KONM(P)~U$,J:RK@N(P)~U$,J:MNIC(P)~U$,J:UI@N(P)~U$,J:MASU(P)~U$,J:KO@N(P)~U$,J:JZ@N(P)~U$,J:LM@N(P)~U$,J:MMOT(P)~U$,J:PC@N(P)~U$,J:MO@N(P)~U$,J:KI@N(P)~U$,J:FY@N(P)~U$,J:RZ@N(P)~U$,J:OU@N(P)~U$,J:LO@N(P)~U$,J:NX@N(P)~U$,J:NU@N(P)~U$,J:NPIC(P)~U$,J:NS@N(P)~U$,J:NY@N(P)~U$,J:NH@N(P)~U$,J:BO@N(P)~U$,J:NIBO(P)~U$,J:NSKC(P)~U$,J:OB@N(P)~U$,J:OJIH(P)~U$,J:OUMA(P)~U$,J:RH@N(P)~U$,J:PB@N(P)~U$,J:EP@N(P)~U$,J:SEEP(P)~U$,J:SZ@N(P)~U$,J:SHBA(P)~U$,J:ZB@N(P)~U$,J:SW@N(P)~U$,J:SKYP(P)~U$,J:NIIW(P)~U$,J:UMCO(P)~U$,J:SC@N(P)~U$,J:DPPH(P)~U$,J:OZ@N(P)~U$,J:ZC@N(P)~U$,J:TADH(P)~U$,J:OC@N(P)~U$,J:GO@N(P)~U$,J:TU@N(P)~U$,J:TKOS(P)~U$,J:TJ@N(P)~U$,J:TOHO(P)~U$,J:EL@N(P)~U$,J:TOSO(P)~U$,J:TE@N(P)~U$,J:JQ@N(P)~U$,J:TFUD(P)~U$,J:PT@N(P)~U$,J:TSHC(P)~U$,J:TOTO(P)~U$,J:TOYS(P)~U$,J:UBEI(P)~U$,J:YM@N(P)~U$,J:XE@N(P)~U$,J:YORU(P)~U$,J:CW@N(P)~U$,J:GG@N(P)~U$,J:HTZZ(P)~U$,J:JW@N(P)~U$,J:MISH(P)~U$,J:MG@N(P)~U$,J:NIPM(P)~U$,J:SG@N(P)~U$,J:NTN(P)~U$,J:OK@N(P)~U$,J:FZ@N(P)~U$,J:GC@N(P)~U$,J:TOBO(P)~U$,J:UNIT(P)~U$
12/18/2017,63.73,23.92,40.4,23.92,45.93,52.59,25.72,55.93,26,7.31,400,34.08,25.05,105.01,68.99,33.05,43.3,121.38,189.72,12.89,185.09,11.61,17.35,26.18,42.06,45.51,38.6,99.93,239.29,37.8,16.45,1.83,48.71,57.66,41.62,17.8,23.76,46,62.59,17.53,15.48,44.91,73.14,67.03,9.41,76.44,17.18,25.88,34.75,5.95,14.9,4.56,51.7,20.92,38.77,22.88,33.97,9.8,56.14,33.03,57.61,6.11,19.04,19.48,12.03,9.13,39.54,16.31,33.14,74.79,19.51,18.83,13.11,33.24,12.27,12.5,89.43,27.9,24.93,59.71,18,16.51,39.68,78.84,23.12,16.23,42.14,22.36,17.95,38.22,11.79,45.56,40.71,6.91,21.13,10.99,37.17,92.59,21.87,19.71,5.77,17.61,39.38,53.66,33.19,9.59,38.84,58.46,36.4,20.89,43.65,42.45,28.88,13.4,39.6,14.37,8.36,29.54,6.2,18.22,38.4,6.28,20.69,38.71,42.98,38.22,39.02,38.49,37.15,28.21,49.57,24.61,15.93,12.75,34.93,33.1,12.16,16.38,17.69,23.81,18.3,16.85,20.02,31.9,25.62,32.93,9.39,58.38,9.49,19.28,30.66,18.05,8.52,13.44,26.65,33.55,7.1,31.68,32.66,18.82,49.69,28.34,20.27,38.53,66.3,15.28,18.95,5.51,24.33,40.4,20.59,13.7,15.07,12.28,6.71,64.16,9.01,31.95,85.7,23.61,10.7,17.36,10.48,39.91,4.47,2.91,26.41,7.08,14.83,41.69,47.25,17.3,43.25,15.4,11.71,20.4,22.06,35.06,11.94,30.92,3.98,13.75,7.2,18.15,22.48,56.86,16.23,29.19,32.08,19.26,23.47,7.34,8.87,5.05,31.28,14.6,55.71,2.77,8.98,4.8,14.28,26.14,51.17,18.4,7.37
12/19/2017,63.67,23.63,40.09,23.7,45.28,51.33,25.29,56.06,25.89,7.24,402.07,34.42,24.91,104.39,68.24,32.76,43.15,117.53,188.29,12.84,182.01,11.54,17.38,26.17,41.97,45.21,38.49,97.97,239.4,38.67,16.54,1.81,48.26,58,41.18,17.55,23.5,46.26,62.88,17.37,15.47,44.36,72.12,66.72,9.41,76.07,17.06,25.62,35.12,5.97,14.73,4.51,50.8,20.8,38.7,22.67,33.75,9.8,55.63,33.12,57,6.1,18.84,19.11,11.91,9.12,39.12,16.45,33.06,73.75,19.2,18.68,12.89,33.14,12.19,12.46,88.41,27.52,24.77,58.77,17.88,16.59,39.75,77.97,23.1,15.9,41.65,22.18,17.83,37.39,11.7,44.69,40.27,6.91,21.32,10.93,37.41,90.89,21.37,19.62,5.74,17.41,38.91,50,32.7,9.59,38.76,57.7,36.24,20.35,42.84,42.22,28.98,13.36,39.56,14.35,8.26,29.25,6.12,18.14,38.45,6.34,20.56,38.54,42.17,38.1,39.21,37.75,36.73,27.75,48.15,24.38,15.86,12.69,34.78,33.23,12.06,16.26,17.51,23.74,18.17,16.65,18.87,32.26,25.2,32.57,9.27,56.82,9.47,19.06,30.4,17.85,8.54,13.32,26.2,33.85,7.21,31.68,31.95,18.54,49.19,27.97,20.1,38.45,65.76,15.12,18.89,5.48,23.83,39.96,20.35,13.59,15.12,12.05,6.65,64.25,8.98,31.51,84.61,23.55,10.35,17.13,10.42,39.91,4.43,2.9,25.74,7.14,14.67,42.26,46.91,17.17,43.15,15.29,11.63,20.39,21.88,34.69,11.42,30.45,3.98,13.59,7.1,18.02,22.68,57,16.05,28.76,32.26,19.13,24.13,7.29,8.71,5.02,30.53,14.56,55.67,2.78,9,4.8,14.2,26.36,51.24,18.23,7.29
12/20/2017,63.99,23.58,39.76,23.59,45.23,51.37,24.92,56.58,25.89,7.37,399.28,34.33,24.34,103.35,68.22,32.66,43.88,117.74,186.93,12.84,180.31,11.46,17.86,26.62,41.81,45.63,38.51,97.35,239.97,39.4,16.51,1.84,48.01,58.06,41.24,17.28,23.34,46.94,62.85,17.21,15.69,44.07,71.7,66.94,9.42,75.22,16.99,25.14,35.27,5.97,14.66,4.47,50.2,21.26,37.85,22.33,34.04,9.81,55.57,30.7,57.45,6.23,19.05,18.96,11.83,9.01,39.24,16.85,32.9,73.3,18.87,18.61,12.91,32.92,11.99,12.23,87.29,27.23,24.89,59.04,17.87,16.72,39.89,79.17,23.24,15.77,41.86,21.82,17.72,38.39,11.74,44.22,40.2,7.04,21.11,11.04,37.45,91.57,21.29,19.55,5.97,17.84,40.19,48.54,32.52,9.58,39.45,57.28,36.19,20.28,43.33,42.1,29.74,13.42,39.58,14.35,8.5,29.26,6.19,18.23,38.44,6.33,20.48,38.88,42.14,38.39,39.76,37.86,37.69,28.37,48.89,24.4,15.71,12.73,34.86,33.18,12.06,16.6,17.57,23.9,18.24,16.94,18.57,32.39,25.1,32.39,9.28,56.66,9.53,18.9,30.14,17.54,8.47,13.28,26.15,34.07,7.11,32.43,32.3,18.71,48.88,27.85,20.28,38.39,65.84,15.06,18.81,5.45,23.94,40.11,20.13,13.5,15.24,11.97,6.64,66.37,9.28,31.24,84.02,23.41,10.23,17.29,10.56,41.04,4.44,2.97,25.56,7.27,14.85,42.14,47.04,17.6,42.58,15.37,11.54,20.07,22.15,34.73,11.81,31.11,3.94,13.46,7.06,17.95,22.77,55.69,16.26,29.35,32.26,18.97,24.54,7.34,8.78,5.05,30.58,14.56,56.48,2.78,9.22,4.84,14.13,26.92,52.25,18.3,7.44
12/21/2017,64.21,23.54,39.59,23.71,45.43,51.28,24.78,56.56,25.75,7.31,392.97,34.31,24.61,101.85,67.47,32.56,43.26,117.49,187.54,12.69,178.6,11.46,17.97,26.51,41.78,45.63,38.57,96.39,239.35,39.13,16.77,1.82,47.79,59.33,41.24,17.18,23.26,46.9,62.72,17.19,15.67,43.83,72.46,66.73,9.55,74.97,16.86,25.39,34.92,5.93,14.64,4.49,50.44,21.08,38,22.07,33.78,9.84,54.8,30.91,57.27,6.27,19.27,18.86,11.79,8.99,38.92,16.69,32.64,72.59,18.79,18.73,12.86,33.04,12.1,12.1,86.7,27.05,24.9,58.86,17.86,16.78,39.57,79.65,23.26,15.68,41.84,21.97,17.25,39.03,11.88,43.88,40.27,7.02,21.06,11.04,37.13,91.99,21.03,19.51,5.85,17.8,41.04,49.96,32.29,9.45,39.25,56.57,36.04,20.15,42.82,42.12,29.3,13.43,38.9,14.25,8.35,29.43,6.06,18.07,38.42,6.23,20.35,39.34,42.42,38.28,39.43,38.15,37.4,28.11,50.22,24.8,15.6,12.78,34.89,33.35,11.86,16.34,17.43,23.93,18.49,17.01,19.08,32.29,25.01,32.16,9.35,56.39,9.46,18.91,29.96,17.37,8.48,13.2,25.81,34.14,7.23,32.12,32.6,18.64,48.23,27.84,20.06,38.33,66.17,14.88,18.73,5.4,23.84,39.83,20.12,13.38,15.34,12.02,6.56,66.52,9.13,31.01,83.88,23.51,10.35,17.14,10.46,42.16,4.48,2.93,26.61,7.26,14.8,41.59,46.52,17.36,42.51,15.37,11.53,19.9,22.17,34.76,11.82,31.46,3.93,13.38,7.1,17.89,22.78,56.65,16.05,29.34,32.69,19.08,24.63,7.37,9.07,5.14,31.1,14.63,57.36,2.78,9.02,4.86,14.08,27.14,53.04,18.27,7.45
12/22/2017,64.22,23.61,39.51,23.63,45.79,51.59,24.92,56.93,25.36,7.46,396.52,34.39,24.91,101.95,67.79,32.64,43.88,118.09,183.45,12.68,178.9,11.45,18.41,27.12,41.47,45.78,38.56,97.68,242.27,39.41,16.81,1.83,48.14,60.24,41.37,17.22,23.37,47.67,53.46,17.36,15.9,44.04,71.83,67.22,9.58,75.2,16.86,25.7,35.73,5.92,14.71,4.56,50.73,21.06,38.33,22.42,33.72,9.88,54.63,31.2,57.44,6.34,19.57,18.94,11.93,9.09,38.85,17.03,33.13,73.35,18.51,18.78,12.95,32.94,12.15,11.96,86.34,26.99,25.25,59.71,18.01,16.97,39.92,79.64,22.84,15.8,41.71,21.99,17.37,39.38,12.22,44.27,40.26,7.18,20.95,11.04,37.68,90.27,21.24,19.39,6.03,17.73,43.14,48.95,32.5,9.38,39.95,56.71,36.34,20.14,43.57,42.51,29.46,13.62,39.16,14.32,8.42,29.15,6.09,18.04,38.76,6.23,20.45,39.69,42.47,38.1,40.31,38.41,37.66,28.13,50.71,24.74,15.62,12.81,35.59,33.82,11.6,16.34,17.37,24.07,18.9,17.17,18.86,32.54,25.22,32.5,9.14,55.56,9.55,19,29.9,17.46,8.48,13.24,26.05,34.79,7.21,32.37,33.07,18.67,48.63,27.83,20.2,38.54,66.94,14.83,18.84,5.43,24.65,39.6,20.33,13.35,15.55,11.94,6.6,67.82,9.43,31.18,81.93,23.6,10.31,17.12,10.49,42.69,4.52,3.03,26,7.32,14.84,42.86,46.66,17.33,42.07,15.44,11.66,19.77,22.16,35.06,11.96,31.49,3.92,13.53,7.13,18.01,22.81,57.41,16.03,29.37,33.12,19.36,24.85,7.42,9.15,5.13,32.15,14.88,58.03,2.81,9.22,4.92,14.04,27.65,54.86,18.14,7.47
12/25/2017,64.22,23.68,39.49,23.71,45.78,51.77,25.03,56.86,25.51,7.41,393.79,34.65,24.89,102.39,68.35,32.79,43.37,118.98,183.45,12.7,178.86,11.39,18.63,27.01,41.43,45.9,38.97,98.16,244.65,39.24,16.91,1.82,49.19,60.03,41.28,17.35,23.59,47.6,54.22,17.43,15.91,44.14,71.61,66.71,9.64,75.63,16.85,25.82,35.62,5.89,14.77,4.5,50.71,20.87,38.66,22.49,33.81,9.95,54.83,31.13,57.54,6.37,19.63,19.04,11.84,9.07,38.94,17,33.12,73.54,18.6,18.75,12.99,33.29,12.26,12.09,86.61,26.94,25.21,60.41,18.03,16.94,39.71,78.93,23,15.89,41.7,22.08,17.18,40,12.31,44.63,40.75,7.17,21.04,11.1,37.44,90.8,21.42,19.41,6.01,17.68,43.34,48.95,32.63,9.43,40.13,56.71,36.07,20.3,44.63,42.33,29.02,13.65,39.2,14.32,8.23,29.15,6,18.03,39.11,6.17,20.42,39.86,42.29,38.1,40.08,38.1,38.01,27.78,50.01,24.78,15.63,12.88,35.41,33.47,11.63,16.42,17.54,23.86,18.91,17.18,18.82,32.41,25.28,32.85,9.16,55.74,9.53,19.17,30.03,17.64,8.41,13.24,26.03,34.62,7.15,32.41,33.03,18.68,48.77,27.91,20.22,38.63,67.29,14.95,18.83,5.41,23.82,39.91,20.46,13.3,15.65,11.98,6.63,67.56,9.45,31,82.55,23.79,10.25,17.15,10.26,43.83,4.52,3.01,26.31,7.32,14.77,42.6,47.01,17.33,42.64,15.36,11.54,20.2,22.33,34.53,12.44,31.53,3.89,13.52,7.13,17.96,22.72,58.03,16.03,29.28,32.94,19.51,24.65,7.43,9.14,5.08,31.97,14.62,57.68,2.81,9.13,4.94,13.97,27.16,54.42,18.18,7.36
12/26/2017,64.05,23.69,39.44,23.65,45.45,51.4,25.03,56.87,25.84,7.38,393.87,34.53,25.31,101.65,68.69,32.85,43.13,118.91,181.48,12.62,179.67,11.33,18.44,26.94,41.67,45.6,38.84,98.38,242.24,39.22,16.75,1.81,49.2,60.2,41.16,17.53,23.58,47.53,55.65,17.37,15.88,44.29,71.53,66.43,9.58,75.75,16.89,25.86,35.89,5.83,14.68,4.52,50.52,20.8,38.88,22.42,33.78,9.96,54.64,31.35,57.24,6.32,19.57,19.19,11.96,9.1,39.1,16.86,33.36,73.65,18.36,18.86,12.94,33.03,12.2,12.08,86.55,26.76,25.26,60.14,18.05,16.89,39.73,78.77,22.96,15.92,41.54,22.1,17.35,39.92,12.23,44.69,40.93,7.09,20.91,11.03,37.34,90.48,21.44,19.32,6.03,17.75,43.23,49.54,32.54,9.39,39.92,57.67,35.94,20.29,44.24,42.26,28.66,13.71,39.39,14.3,8.27,29.28,6.01,17.95,38.72,6.19,20.26,40.45,42.61,37.75,40.01,37.84,37.62,28.17,49.01,24.68,15.63,12.89,35.41,33.16,11.9,16.54,17.82,23.95,18.77,17.19,19.02,32.23,25.12,32.54,9.1,55.72,9.52,19.16,30.11,18.15,8.4,13.23,26.25,34.35,7.11,32.28,32.98,18.7,48.82,28.17,20.31,38.46,67.21,14.87,18.7,5.4,23.85,39.92,20.55,13.29,15.65,12.04,6.59,67.56,9.37,31.22,81.69,23.76,10.31,17.26,10.3,43.01,4.55,2.98,25.58,7.23,14.71,42.26,47.34,17.28,42.74,15.3,11.62,20.98,22.23,34.62,12.38,31.39,3.88,13.58,7.22,17.91,22.58,58.2,16.06,29.36,32.94,19.26,24.82,7.39,9.02,5.06,32.06,14.59,57.05,2.8,9,4.95,13.91,26.71,52.63,18,7.23
12/27/2017,64.2,23.6,39.37,23.61,45.19,50.93,24.98,56.83,26.04,7.37,400.44,34.38,25.08,101.77,68.17,32.22,43.11,118.76,182.35,12.62,178.91,11.42,18.57,27.57,41.49,45.75,37.71,97.97,241.75,38.94,16.74,1.82,49.09,60.37,40.98,17.61,23.48,46.54,55.81,17.35,16.11,43.62,71.58,65.85,9.59,75.69,16.95,25.38,36.1,5.9,14.66,4.62,49.95,20.85,39.06,22.43,33.75,9.95,54.02,31.64,57.89,6.49,19.43,19.03,11.93,9.17,38.76,16.98,33.35,73.48,18.46,18.98,12.93,32.83,12.23,12.05,86.41,26.83,25.44,59.75,18.14,16.83,39.67,78.91,22.91,15.93,41.68,22.19,17.41,40.95,12.51,44.84,40.78,7.22,21.12,11.04,37.44,88.92,21.52,19.33,6.02,17.85,44.47,50.04,32.48,9.43,39.94,56.49,36.19,20.2,44.22,42.14,28.51,13.71,39.14,14.42,8.37,29.26,6.04,18.21,38.92,6.23,20.41,40.03,42.19,37.11,40.29,37.78,37.69,28.42,49.69,25.07,15.81,12.94,35.79,33.5,12.31,16.77,18.91,23.98,19.01,17.11,19.28,34.77,25.37,32.35,9.01,55.78,9.56,18.87,30.14,18.51,8.42,13.37,26.17,35.17,7.17,32.39,33.32,18.75,48.93,28.11,20.18,38.17,67.78,14.92,18.73,5.4,24.21,39.94,20.41,13.37,15.71,12.1,6.64,66.64,9.29,30.8,81.99,23.74,10.39,17.26,10.31,42.59,4.54,3.03,25.63,7.23,14.7,42.14,47.84,17.3,43.16,15.3,11.61,21.17,22.31,34.73,12.24,32.13,3.91,13.65,7.22,17.93,22.52,58.78,16,29.79,32.57,19.29,24.54,7.38,8.91,5.12,32.04,14.68,58.34,2.82,9.11,4.94,13.99,27.18,54.28,18.08,7.33
12/28/2017,63.98,23.66,39.56,23.56,45.11,51.12,24.88,56.76,26.03,7.24,398.6,34.25,24.92,102.73,67.87,32.21,42.86,117.83,182.16,12.69,179.41,11.46,18.57,27.47,41.64,45.45,37.43,97.86,240.5,38.83,16.64,1.81,49.3,59.87,40.79,17.59,23.35,46.41,56.45,17.37,16.24,44.04,71.28,65.64,9.55,75.35,16.91,25.37,35.96,5.84,14.59,4.67,49.79,20.61,38.75,22.29,33.56,9.96,54.08,31.64,58.04,6.47,19.45,19.33,11.85,9.17,38.51,17.02,32.98,73.15,18.45,18.81,12.92,32.96,12.42,12.22,85.59,26.85,25.61,59.36,18.07,16.88,39.35,78.5,22.82,15.92,41.94,22.17,17.43,40.05,12.51,44.12,40.53,7.21,21.1,11.05,37.41,89.08,21.28,19.28,5.95,17.66,45.83,49.88,32.38,9.48,40.31,56.61,36.64,20.12,43.94,42.39,28.62,13.64,38.72,14.32,8.27,28.79,5.97,18.12,39.25,6.2,20.63,39.82,42.26,36.95,40.58,38.05,37.57,27.82,49.97,24.72,15.66,12.85,35.66,33.31,12.37,16.67,18.89,23.97,19.1,16.97,19.24,35.08,25.46,32.21,9.28,55.37,9.57,18.84,29.86,18.41,8.38,13.36,25.77,35.17,7.14,32.07,33.27,18.62,48.73,27.82,20.18,38.01,66.98,14.81,18.77,5.24,24.43,39.82,20.24,13.45,15.7,12.1,6.62,66.36,9.33,30.83,82.04,23.67,10.31,17.13,10.22,42.75,4.56,3.03,25.8,7.21,14.8,42.22,47.84,17.12,43.06,15.43,11.6,21.19,22.17,34.69,12.26,32.38,3.94,13.46,7.21,18,22.7,58.83,15.9,29.68,32.69,19.13,24.36,7.32,8.88,5.18,32.03,14.95,58.39,2.84,8.82,4.93,13.95,27.73,54.31,18.15,7.29
12/29/2017,64.03,23.62,39.59,23.53,45.12,51.22,24.9,56.82,26.07,7.34,398.67,34.28,24.86,101.64,67.63,32.23,43.21,118.38,181.09,12.76,179.14,11.47,18.67,27.63,41.57,45.64,37.28,97.6,240.21,38.97,16.61,1.82,48.34,60.04,40.88,17.6,23.7,46.5,56.96,17.4,16.26,43.92,71.26,65.45,9.59,75.52,16.89,25.22,36.2,5.9,14.64,4.59,49.62,20.63,38.41,22.41,33.86,9.97,54.12,31.81,58,6.45,19.61,19.34,11.89,9.17,38.74,17,32.87,73.03,18.56,18.83,12.9,32.71,12.43,12.25,85.13,26.99,25.66,59.65,18.07,16.91,39.71,79.8,22.89,15.96,41.78,22.31,17.53,40.17,12.51,43.99,40.48,7.24,20.98,10.98,37.37,88.86,21.39,19.26,5.98,17.72,45.97,49.8,32.31,9.43,40.26,56.72,36.93,20.13,44.07,43.32,28.58,13.62,38.93,14.39,8.33,28.98,6.04,18.2,39.06,6.28,20.62,40.08,42.39,37.82,40.83,38.13,37.68,28.1,49.36,24.9,15.54,12.96,36.35,33.29,12.4,16.75,18.85,24.02,19.34,17.19,19.25,35.11,25.47,32.13,9.28,55.04,9.62,18.87,30.18,18.31,8.44,13.42,25.97,35.6,7.23,32.18,33.38,18.89,48.79,27.65,20.15,38.17,66.49,14.84,19.01,5.23,24.4,39.9,20.2,13.56,15.75,12.11,6.66,66.49,9.29,30.63,81.85,23.6,10.33,17.3,10.33,42.74,4.58,3.07,25.64,7.19,14.86,42.34,48.2,17.11,43.19,15.59,11.68,21.06,22.28,34.66,12.38,32.58,3.96,13.51,7.23,18.09,22.67,59.03,16.07,29.43,32.8,19.16,24.53,7.34,8.82,5.26,32.18,14.98,58.5,2.85,9.09,4.96,14.03,27.79,54.33,18.17,7.35
1/1/2018,64.03,23.62,39.59,23.53,45.12,51.22,24.9,56.82,26.07,7.34,398.67,34.28,24.86,101.64,67.63,32.23,43.21,118.38,181.09,12.76,179.14,11.47,18.67,27.63,41.57,45.64,37.28,97.6,240.21,38.97,16.61,1.82,48.34,60.04,40.88,17.6,23.7,46.5,56.96,17.4,16.26,43.92,71.26,65.45,9.59,75.52,16.89,25.22,36.2,5.9,14.64,4.59,49.62,20.63,38.41,22.41,33.86,9.97,54.12,31.81,58,6.45,19.61,19.34,11.89,9.17,38.74,17,32.87,73.03,18.56,18.83,12.9,32.71,12.43,12.25,85.13,26.99,25.66,59.65,18.07,16.91,39.71,79.8,22.89,15.96,41.78,22.31,17.53,40.17,12.51,43.99,40.48,7.24,20.98,10.98,37.37,88.86,21.39,19.26,5.98,17.72,45.97,49.8,32.31,9.43,40.26,56.72,36.93,20.13,44.07,43.32,28.58,13.62,38.93,14.39,8.33,28.98,6.04,18.2,39.06,6.28,20.62,40.08,42.39,37.82,40.83,38.13,37.68,28.1,49.36,24.9,15.54,12.96,36.35,33.29,12.4,16.75,18.85,24.02,19.34,17.19,19.25,35.11,25.47,32.13,9.28,55.04,9.62,18.87,30.18,18.31,8.44,13.42,25.97,35.6,7.23,32.18,33.38,18.89,48.79,27.65,20.15,38.17,66.49,14.84,19.01,5.23,24.4,39.9,20.2,13.56,15.75,12.11,6.66,66.49,9.29,30.63,81.85,23.6,10.33,17.3,10.33,42.74,4.58,3.07,25.64,7.19,14.86,42.34,48.2,17.11,43.19,15.59,11.68,21.06,22.28,34.66,12.38,32.58,3.96,13.51,7.23,18.09,22.67,59.03,16.07,29.43,32.8,19.16,24.53,7.34,8.82,5.26,32.18,14.98,58.5,2.85,9.09,4.96,14.03,27.79,54.33,18.17,7.35
1/2/2018,64.32,23.73,39.77,23.63,45.33,51.45,25.01,57.08,26.19,7.37,400.46,34.44,24.97,102.1,67.94,32.38,43.41,118.91,181.91,12.81,179.95,11.52,18.75,27.76,41.76,45.84,37.45,98.04,241.29,39.14,16.69,1.82,48.56,60.31,41.06,17.68,23.81,46.71,57.21,17.48,16.34,44.12,71.58,65.75,9.63,75.86,16.96,25.33,36.36,5.93,14.71,4.61,49.85,20.72,38.58,22.52,34.01,10.02,54.37,31.95,58.26,6.48,19.7,19.43,11.94,9.21,38.91,17.08,33.02,73.36,18.65,18.91,12.96,32.86,12.49,12.31,85.51,27.11,25.78,59.92,18.15,16.99,39.89,80.16,22.99,16.03,41.96,22.41,17.61,40.35,12.56,44.18,40.66,7.28,21.07,11.03,37.54,89.26,21.49,19.35,6,17.8,46.17,50.02,32.46,9.47,40.44,56.98,37.09,20.22,44.27,43.52,28.71,13.68,39.1,14.45,8.36,29.11,6.06,18.28,39.23,6.3,20.71,40.26,42.58,37.99,41.02,38.3,37.85,28.22,49.58,25.01,15.61,13.02,36.52,33.44,12.46,16.83,18.93,24.13,19.43,17.26,19.33,35.27,25.58,32.28,9.32,55.29,9.67,18.96,30.32,18.4,8.48,13.48,26.08,35.76,7.26,32.32,33.53,18.98,49.01,27.78,20.24,38.34,66.79,14.91,19.1,5.25,24.51,40.08,20.3,13.62,15.82,12.16,6.69,66.79,9.34,30.76,82.21,23.71,10.38,17.38,10.38,42.94,4.6,3.09,25.75,7.22,14.93,42.53,48.42,17.18,43.38,15.66,11.73,21.15,22.38,34.82,12.44,32.73,3.98,13.57,7.27,18.17,22.77,59.3,16.14,29.56,32.95,19.24,24.64,7.37,8.86,5.29,32.32,15.05,58.76,2.86,9.13,4.98,14.1,27.91,54.57,18.25,7.38
